id_registro,equipamento,situacao,temperatura_c,vibracao_mm_s,producao_pecas_h
10713,Bomba 02 ,Em manutenção,67.36,1.61,15
10714, Bomba 02,MANUTENÇÃO,75.41,3.73,9
10715,Bomba 01 ,Manut.,55.88,2.02,6
10716,Bomba 02 ,Ligado,59.88,4.41,398
10717, Esteira 02,Em manutenção,73.86,2.65,8
10718,  Bomba 02,PARADO,74.76,1.87,0
10719, Motor 03,parado,73.82,2.49,0
10720,  Motor 02,Em operação,61.24,2.05,251
10721,Bomba 01 ,OPERANDO,67.22,2.27,373
10722,  Motor 03  ,Operando,59.21,4.44,246
10723,Motor 03 ,Em operação,60.16,2.35,276
10724, Esteira 02,PARADO,78.65,4.06,0
10725,Bomba 02,manutencao,63.5,2.44,24
10726,Robô 01  ,PARADO,71.23,2.73,0
10727,  Motor 02,Operando,71.91,3.78,267
10728,Esteira 01  ,Fora de operação,56.0,4.76,0
10729,  Motor 02  ,Manutenção,65.74,1.6,8
10730,Motor 03 ,Operando,68.26,3.22,369
10731, Esteira 02,Em manutenção,60.84,2.04,25
10732,  Motor 01  ,Desligado,59.38,3.74,0
10733,Robô 01  ,Ligado,61.12,4.45,274
10734,Bomba 01  ,Manutenção,71.72,2.87,8
10735,Bomba 01 ,Manutenção,60.74,2.73,19
10736,Compressor 01  ,Fora de operação,68.52,1.54,0
10737, Esteira 02,Parado,65.38,0.85,0
10738,  Robô 02  ,Operando,65.4,1.17,234
10739,Bomba 02  ,OPERANDO,68.82,2.25,311
10740,Esteira 02  ,PARADO,73.48,2.3,0
10741,  Motor 01  ,Manut.,74.51,2.53,20
10742,  Bomba 02,Manut.,69.56,3.89,1
10743,Robô 01,Parado,58.39,2.87,0
10744,  Bomba 02,Desligado,59.74,1.08,0
10745,Robô 02 ,Parado,77.53,4.32,0
10746, Robô 02,Manutenção,70.41,2.77,9
10747,  Bomba 02,operando,60.88,1.96,337
10748, Robô 02,PARADO,64.48,3.7,0
10749,Motor 02,Manut.,70.94,3.13,25
10750,Robô 02 ,Em manutenção,61.74,2.46,10
10751,Motor 02  ,Em manutenção,59.35,3.2,11
10752, Esteira 01,Operando,62.15,2.81,199
10753,  Esteira 01  ,Manutenção,72.73,3.2,25
10754,Bomba 02 ,MANUTENÇÃO,76.53,2.8,15
10755,  Motor 03  ,Fora de operação,72.0,1.82,0
10756,  Motor 02  ,Operando,68.96,4.23,315
10757,  Motor 01,Fora de operação,67.95,2.4,0
10758,Robô 01  ,Em operação,84.23,3.73,296
10759, Motor 02,Manut.,72.17,3.26,22
10760,Compressor 01,Fora de operação,58.68,3.41,0
10761,  Bomba 02,Fora de operação,74.33,3.49,0
10762,  Esteira 01,Ligado,70.25,3.01,286
10763, Robô 02,PARADO,64.6,3.6,0
10764,  Esteira 02,Manut.,68.99,3.19,12
10765,  Robô 02  ,Em manutenção,61.56,3.39,0
10766,  Robô 02  ,PARADO,74.91,3.51,0
10767,Motor 03 ,Manutenção,61.49,1.54,12
10768,Motor 02  ,Operando,66.59,3.16,413
10769, Bomba 01,MANUTENÇÃO,66.24,3.13,1
10770,Motor 01,Operando,77.19,2.29,213
10771, Motor 02,manutencao,56.57,4.24,27
10772,Robô 02,Parado,76.54,4.04,0
10773,Motor 02,MANUTENÇÃO,74.56,2.46,2
10774,Bomba 02  ,Ligado,69.78,1.54,208
10775,  Motor 01,Manut.,57.57,3.42,28
10776,Compressor 01,Operando,68.79,2.69,337
10777,Esteira 02,operando,71.28,0.81,288
10778, Esteira 01,Desligado,69.36,3.56,0
10779,Motor 02  ,parado,66.83,3.64,0
10780,Robô 02 ,Desligado,64.58,2.73,0
10781, Compressor 01,operando,80.16,3.88,185
10782,Motor 03 ,Em operação,74.47,1.7,332
10783,Bomba 02 ,Parado,70.99,3.23,0
10784,  Esteira 02  ,OPERANDO,69.38,2.86,312
10785,Motor 03 ,Em manutenção,70.05,1.75,1
10786,  Bomba 01  ,PARADO,76.18,2.65,0
10787,Bomba 01,Manut.,68.85,3.59,8
10788,  Motor 03,Ligado,67.21,4.07,238
10789,  Motor 02  ,PARADO,63.04,2.5,0
10790,  Compressor 01,operando,76.94,0.98,219
10791, Motor 01,Operando,58.31,4.0,337
10792,Motor 03,Ligado,73.71,3.85,295
10793,  Bomba 02  ,MANUTENÇÃO,69.31,2.36,16
10794, Motor 03,Desligado,66.75,1.83,0
10795, Compressor 01,Fora de operação,81.6,3.95,0
10796,Esteira 02  ,parado,68.33,4.64,0
10797,  Bomba 02,parado,74.9,1.85,0
10798, Bomba 02,Fora de operação,59.85,4.08,0
10799,  Robô 02,Manutenção,63.36,4.37,2
10800,Motor 01 ,MANUTENÇÃO,66.21,2.6,13
10801,Esteira 02  ,Parado,80.69,0.88,0
10802,  Bomba 01  ,Desligado,73.61,1.78,0
10803,Bomba 02 ,PARADO,50.54,3.68,0
10804,  Esteira 01  ,Em manutenção,73.2,2.46,11
10805,Esteira 01 ,OPERANDO,55.67,3.46,234
10806,Motor 03  ,Manut.,73.98,1.71,4
10807,  Motor 03,MANUTENÇÃO,54.19,4.87,8
10808,  Robô 01  ,Em operação,76.64,4.53,376
10809,Robô 02 ,parado,64.59,2.25,0
10810,  Esteira 02  ,Operando,71.23,4.6,364
10811, Motor 01,Manutenção,71.78,3.6,12
10812,Bomba 02 ,MANUTENÇÃO,77.76,1.02,9
10813, Bomba 01,Desligado,71.3,3.06,0
10814, Esteira 01,Ligado,61.0,5.45,365
10815, Esteira 01,Parado,60.6,3.88,0
10816, Motor 03,MANUTENÇÃO,67.68,1.75,23
10817,Bomba 02 ,MANUTENÇÃO,60.32,3.19,19
10818,  Motor 03  ,Operando,86.04,2.64,395
10819,Robô 02  ,Operando,70.86,3.57,342
10820,  Compressor 01  ,parado,75.62,3.71,0
10821,  Bomba 01  ,PARADO,66.12,3.11,0
10822,Esteira 02,operando,72.86,2.68,377
10823,Robô 01,Manutenção,64.04,3.49,2
10824, Bomba 01,Fora de operação,65.71,4.35,0
10825,Motor 02 ,Desligado,56.1,3.47,0
10826,Bomba 02 ,Operando,64.74,2.93,231
10827,  Robô 02,Manut.,66.03,2.94,28
10828,  Compressor 01  ,Fora de operação,67.24,1.41,0
10829,Motor 02 ,operando,83.05,3.67,322
10830,Motor 02,Operando,58.53,1.55,255
10831,Esteira 01,Operando,72.2,3.99,215
10832,  Motor 01  ,parado,62.35,4.21,0
10833,  Motor 03,Manutenção,63.13,3.44,0
10834, Robô 01,parado,77.69,1.34,0
10835,  Bomba 02,parado,66.09,1.56,0
10836,Motor 02,Em operação,67.26,4.76,297
10837, Bomba 01,Em manutenção,55.51,1.96,28
10838,Compressor 01,Em operação,77.58,4.33,227
10839,  Bomba 02  ,Manut.,64.56,4.39,0
10840,  Bomba 02  ,MANUTENÇÃO,66.69,4.08,3
10841, Esteira 02,Desligado,65.64,1.22,0
10842,  Robô 01  ,operando,61.94,3.54,365
10843,  Motor 03  ,Desligado,65.03,1.23,0
10844,Esteira 02,Parado,56.97,2.81,0
10845, Esteira 02,Desligado,68.47,2.29,0
10846, Bomba 01,MANUTENÇÃO,57.67,3.03,25
10847,  Motor 03  ,Em operação,62.2,4.28,413
10848,Robô 02  ,Fora de operação,62.66,2.93,0
10849,Esteira 02 ,Parado,66.42,2.88,0
10850, Esteira 02,operando,70.39,3.17,342
10851,Robô 02  ,parado,75.71,4.25,0
10852,  Compressor 01,Desligado,64.53,3.83,0
10853,Esteira 01  ,manutencao,67.91,2.88,11
10854,  Compressor 01  ,Fora de operação,60.4,2.82,0
10855,  Motor 03  ,parado,55.71,2.01,0
10856, Esteira 01,Fora de operação,64.26,3.73,0
10857,Motor 01,manutencao,59.98,1.23,20
10858,  Bomba 01  ,Parado,75.8,2.62,0
10859,  Motor 03  ,Parado,63.15,3.5,0
10860,  Compressor 01  ,manutencao,67.86,3.71,11
10861,Motor 03 ,Parado,53.84,2.73,0
10862,Motor 01,Ligado,78.46,3.1,209
10863,  Motor 02,Parado,70.72,3.61,0
10864,Esteira 01 ,Desligado,68.29,3.62,0
10865,Esteira 02  ,Manutenção,69.83,3.91,10
10866,Bomba 02  ,Em operação,63.65,4.28,406
10867,  Robô 01,operando,64.46,3.2,262
10868, Robô 02,Parado,75.27,2.2,0
10869,Robô 02,Manut.,73.09,3.42,26
10870,Esteira 02  ,Manut.,70.0,0.2,10
10871, Bomba 02,manutencao,71.07,2.72,13
10872, Esteira 02,Manutenção,69.47,1.16,13
10873, Motor 02,Operando,61.02,2.01,418
10874,  Robô 01,Manutenção,56.04,2.77,15
10875,Robô 01 ,OPERANDO,63.04,2.12,264
10876,Motor 02 ,Ligado,60.99,3.75,215
10877,  Motor 01  ,Fora de operação,51.39,3.99,0
10878,Bomba 01,Em manutenção,59.78,4.02,3
10879,  Motor 03  ,Desligado,61.64,4.91,0
10880,Bomba 02  ,Parado,61.85,2.78,0
10881,  Motor 02,Em operação,69.24,2.44,205
10882,Motor 02,Parado,59.67,4.06,0
10883,Robô 01 ,Em operação,71.17,2.96,371
10884,Motor 03,Desligado,77.74,3.51,0
10885,  Motor 01  ,Ligado,67.01,2.07,223
10886,  Esteira 01  ,Parado,66.43,1.84,0
10887, Motor 03,Fora de operação,63.01,2.21,0
10888,  Bomba 01,operando,71.66,5.12,394
10889,  Compressor 01  ,MANUTENÇÃO,67.58,4.49,30
10890,Compressor 01,Manutenção,62.97,2.05,21
10891,Bomba 01 ,Em operação,71.14,2.79,181
10892,  Compressor 01  ,Em operação,69.61,1.3,375
10893,  Compressor 01  ,PARADO,61.31,3.26,0
10894,  Esteira 02,Em manutenção,74.06,1.53,11
10895,Motor 02  ,Ligado,71.3,3.53,373
10896,Motor 03 ,Ligado,77.93,1.2,242
10897, Bomba 02,Operando,61.35,4.51,298
10898,  Robô 01,parado,72.43,2.32,0
10899, Motor 01,Em manutenção,72.27,2.6,14
10900,  Bomba 02,parado,73.65,3.37,0
10901,Bomba 01,Desligado,77.17,2.49,0
10902,Bomba 02,Operando,58.48,3.76,275
10903,  Bomba 01  ,Ligado,74.8,4.38,245
10904,Compressor 01 ,Em manutenção,75.59,4.08,2
10905,  Motor 03  ,Em operação,78.65,3.25,246
10906,Esteira 01  ,parado,58.65,2.95,0
10907,Esteira 01 ,Fora de operação,68.62,2.14,0
10908,Motor 01,Manut.,76.38,3.7,4
10909,Motor 01  ,PARADO,74.8,3.97,0
10910,Robô 01  ,operando,57.78,2.24,328
10911,  Motor 03,operando,59.4,2.62,327
10912,Esteira 01  ,Em manutenção,77.72,1.15,17
10913,Compressor 01  ,OPERANDO,72.18,3.61,204
10914,Robô 01,PARADO,66.37,2.0,0
10915,Motor 01,Desligado,75.31,3.34,0
10916,  Compressor 01  ,Em manutenção,65.47,3.57,13
10917,Motor 03 ,Fora de operação,68.29,2.22,0
10918,Robô 01  ,Ligado,68.64,3.51,383
10919,  Bomba 02,Parado,67.78,2.71,0
10920, Compressor 01,operando,70.68,4.96,376
10921,Compressor 01 ,Fora de operação,67.13,3.84,0
10922,  Motor 03  ,MANUTENÇÃO,66.59,1.6,13
10923,Motor 03 ,Parado,54.17,1.45,0
10924,  Bomba 02  ,Parado,79.85,3.86,0
10925,Motor 03 ,parado,67.16,2.05,0
10926,Bomba 01,parado,67.75,3.57,0
10927,  Motor 03,operando,67.58,2.34,357
10928,  Esteira 01,OPERANDO,53.24,2.66,229
10929,Esteira 02,Ligado,67.33,2.89,231
10930,  Esteira 02,Operando,65.63,2.26,331
10931,  Bomba 02  ,Desligado,59.91,3.49,0
10932,  Esteira 02,manutencao,62.61,4.54,17
10933,Motor 03,Desligado,74.9,1.49,0
10934, Compressor 01,Fora de operação,77.2,2.92,0
10935, Motor 02,Manut.,64.01,3.88,17
10936,  Compressor 01,Em operação,73.51,1.17,269
10937, Motor 01,MANUTENÇÃO,69.38,3.25,9
10938,Bomba 02 ,Operando,57.1,2.68,262
10939,Bomba 02  ,Fora de operação,76.38,2.36,0
10940,Esteira 01  ,PARADO,68.42,2.29,0
10941,Compressor 01,Ligado,65.5,3.66,370
10942,  Esteira 01  ,MANUTENÇÃO,56.27,2.92,28
10943,Esteira 01 ,Em manutenção,67.78,2.9,11
10944, Compressor 01,Fora de operação,64.62,0.37,0
10945,  Robô 02,parado,70.54,2.29,0
10946,  Motor 03  ,MANUTENÇÃO,74.06,3.38,15
10947, Motor 01,Manut.,63.2,2.67,12
10948,  Compressor 01  ,PARADO,61.2,3.35,0
10949,Motor 02,Em manutenção,65.01,0.2,17
10950, Esteira 02,Fora de operação,63.5,3.2,0
10951,Motor 02  ,OPERANDO,69.35,3.07,183
10952,  Esteira 01  ,Manut.,68.61,2.96,23
10953,Esteira 01 ,manutencao,67.15,2.46,23
10954,  Motor 02,Ligado,60.96,1.02,388
10955, Motor 01,operando,63.15,2.18,281
10956,  Esteira 02,manutencao,58.44,4.58,16
10957,  Esteira 02,Desligado,69.08,1.96,0
10958,  Robô 02,Desligado,47.16,2.2,0
10959,Bomba 01  ,Manutenção,64.71,1.98,23
10960,  Bomba 01,manutencao,64.42,2.89,9
10961,Robô 02,PARADO,75.25,2.43,0
10962,  Esteira 02,operando,61.21,2.0,418
10963,Bomba 02  ,manutencao,70.66,2.76,7
10964,Robô 02 ,operando,80.77,3.36,399
10965, Esteira 01,MANUTENÇÃO,58.57,3.15,12
10966,Bomba 02  ,Em manutenção,50.35,4.3,19
10967,Robô 02  ,Em operação,67.87,3.26,227
10968,Bomba 02 ,Operando,52.33,0.52,404
10969, Bomba 01,Em operação,71.64,3.54,223
10970,  Motor 01  ,PARADO,73.77,3.09,0
10971, Motor 02,Ligado,60.02,4.73,252
10972,Robô 02 ,PARADO,62.11,3.39,0
10973,  Robô 02,Em manutenção,58.7,0.2,17
10974,  Esteira 02  ,Manutenção,56.29,2.41,18
10975,Compressor 01,Em operação,67.68,2.43,288
10976,  Robô 01,parado,76.76,3.75,0
10977,  Robô 02,parado,62.98,3.13,0
10978,Esteira 01 ,Em operação,62.16,2.35,197
10979,  Esteira 02  ,Ligado,70.54,3.06,369
10980,  Esteira 01  ,Manut.,62.45,3.05,28
10981,Esteira 02  ,Em manutenção,71.67,1.97,18
10982, Bomba 01,Manut.,79.93,3.92,29
10983,Motor 01,Desligado,67.92,1.79,0
10984,Motor 01 ,Operando,68.69,3.06,224
10985,Esteira 02,Manutenção,62.36,3.31,22
10986, Esteira 02,Manut.,67.32,4.26,7
10987,Esteira 01,Ligado,64.0,4.45,259
10988,Motor 02 ,Manut.,64.47,2.73,16
10989,  Robô 02,Em manutenção,68.92,2.57,2
10990,  Compressor 01,Fora de operação,73.22,1.93,0
10991,  Esteira 02  ,OPERANDO,76.74,2.76,225
10992,Motor 02,Em manutenção,70.01,3.43,28
10993,Esteira 02  ,MANUTENÇÃO,74.35,4.27,28
10994,  Motor 02,MANUTENÇÃO,66.27,3.27,29
10995,  Compressor 01  ,Fora de operação,64.48,3.29,0
10996,Motor 03 ,Manutenção,80.05,3.84,29
10997,Esteira 02  ,parado,70.96,1.82,0
10998,  Bomba 02  ,Manutenção,73.05,2.96,19
10999,  Bomba 02,OPERANDO,61.41,3.19,303
11000,  Motor 01,Parado,74.7,2.55,0
11001,Bomba 02  ,parado,73.25,4.56,0
11002,  Esteira 01,Desligado,58.9,4.3,0
11003,Compressor 01,Manutenção,72.83,2.36,5
11004,Motor 02  ,Fora de operação,62.84,2.82,0
11005,Robô 02,PARADO,58.61,4.23,0
11006,  Motor 01  ,Em manutenção,67.11,1.94,0
11007, Motor 01,OPERANDO,61.45,2.05,288
11008,  Motor 03  ,Em operação,65.46,3.7,309
11009, Esteira 02,Operando,66.68,2.96,335
11010,  Robô 01,Desligado,65.7,2.88,0
11011,  Esteira 02,Manut.,79.64,2.53,9
11012,Robô 02,Manutenção,67.7,1.86,17
11013,Esteira 02  ,Manutenção,56.21,2.99,19
11014,  Esteira 01  ,OPERANDO,78.18,3.18,216
11015,  Motor 03,Desligado,71.49,2.31,0
11016,Compressor 01,Manutenção,63.87,2.07,11
11017,Compressor 01  ,Parado,68.3,2.3,0
11018,  Compressor 01  ,manutencao,78.66,1.84,6
11019,Motor 01  ,OPERANDO,65.84,5.57,253
11020,Esteira 01,Manut.,62.04,3.08,4
11021,Motor 03 ,PARADO,63.28,3.66,0
11022, Motor 03,parado,57.84,4.14,0
11023,  Bomba 01  ,MANUTENÇÃO,72.69,3.12,28
11024,Bomba 01 ,manutencao,62.43,2.24,3
11025,Esteira 02  ,OPERANDO,63.04,2.21,225
11026,  Motor 03  ,Em operação,59.61,3.16,231
11027, Robô 01,MANUTENÇÃO,63.5,2.03,15
11028,Motor 02,Operando,70.76,3.79,377
11029,  Robô 01  ,MANUTENÇÃO,63.91,3.31,14
11030, Robô 02,Fora de operação,61.46,2.5,0
11031,Compressor 01  ,Ligado,60.57,1.69,381
11032,Esteira 01  ,MANUTENÇÃO,69.41,4.24,23
11033,Esteira 01  ,PARADO,70.73,1.95,0
11034,Esteira 01  ,manutencao,69.45,1.94,25
11035, Robô 01,Parado,49.32,2.9,0
11036,Esteira 01  ,Em manutenção,63.57,0.54,3
11037,Bomba 02 ,OPERANDO,66.76,2.34,189
11038,  Compressor 01  ,Fora de operação,71.97,1.88,0
11039,  Esteira 01,Desligado,72.03,2.99,0
11040, Bomba 01,operando,59.53,2.52,276
11041,Robô 01 ,Manut.,73.12,2.58,21
11042, Esteira 01,Manut.,64.7,4.4,26
11043,  Robô 02  ,Parado,73.56,3.45,0
11044,  Motor 03  ,OPERANDO,58.71,3.87,227
11045,Robô 01,Manut.,73.68,3.45,14
11046,Compressor 01  ,Em manutenção,60.52,3.66,22
11047,  Esteira 01  ,Fora de operação,58.42,3.24,0
11048,Motor 02  ,Operando,61.2,4.12,247
11049,Bomba 02  ,MANUTENÇÃO,58.89,2.52,6
11050,Motor 01 ,Ligado,64.98,2.34,351
11051, Bomba 02,Em operação,69.22,3.49,361
11052, Esteira 01,OPERANDO,65.35,4.35,300
11053, Compressor 01,parado,61.95,4.09,0
11054,Esteira 02  ,operando,57.17,1.88,373
11055,Bomba 02,Ligado,70.74,3.76,282
11056,Esteira 01 ,PARADO,70.23,4.12,0
11057,Esteira 01  ,Desligado,60.1,4.49,0
11058,  Bomba 02  ,manutencao,65.16,3.06,14
11059,Motor 03  ,Manut.,64.38,2.34,7
11060,  Robô 01  ,manutencao,64.09,1.95,27
11061,Motor 01,Fora de operação,60.27,2.18,0
11062,  Robô 01,parado,80.12,1.73,0
11063, Robô 02,MANUTENÇÃO,65.2,2.35,25
11064,  Bomba 01  ,Operando,69.32,2.94,248
11065,Robô 02,Em operação,59.15,3.08,237
11066,  Bomba 01  ,Fora de operação,61.42,3.16,0
11067,Esteira 02 ,Ligado,80.4,3.0,338
11068,  Robô 02,operando,65.28,1.97,364
11069,Robô 02  ,Manutenção,63.35,3.29,5
11070,  Motor 03  ,parado,61.6,5.14,0
11071,Motor 02 ,Manut.,67.86,5.54,0
11072,  Motor 03,Operando,74.95,4.4,369
11073,  Motor 01,Em manutenção,54.56,4.08,19
11074,  Compressor 01  ,parado,65.19,2.4,0
11075,  Robô 01  ,Operando,69.68,2.81,271
11076,Esteira 01  ,parado,60.76,1.89,0
11077,  Motor 02,Desligado,69.07,2.86,0
11078,  Motor 01,Parado,68.63,2.86,0
11079,Bomba 02  ,Em manutenção,68.23,1.72,2
11080,Bomba 01 ,Desligado,71.83,2.49,0
11081, Robô 02,Em manutenção,58.14,2.35,27
11082,Motor 03 ,Em operação,59.96,5.28,266
11083, Motor 03,OPERANDO,71.15,3.71,317
11084,Robô 02 ,Em operação,67.48,2.46,385
11085,Robô 02  ,Parado,58.44,1.28,0
11086,Bomba 02  ,Fora de operação,72.19,5.34,0
11087,Esteira 01  ,operando,63.22,4.31,330
11088,  Motor 01,Operando,61.0,4.29,375
11089,Bomba 02  ,Parado,66.71,2.94,0
11090, Bomba 02,parado,75.34,2.27,0
11091, Motor 02,Desligado,70.46,2.43,0
11092,  Robô 01  ,operando,79.08,3.83,186
11093,Bomba 02  ,MANUTENÇÃO,56.34,1.98,4
11094,Motor 02 ,Parado,72.09,3.9,0
11095,Robô 01  ,Fora de operação,67.71,1.01,0
11096, Bomba 02,Desligado,52.3,2.01,0
11097,  Motor 01  ,OPERANDO,64.74,2.99,216
11098,Motor 02  ,Parado,73.58,3.39,0
11099,Motor 01  ,Manut.,68.23,3.54,3
11100,  Motor 03  ,parado,77.28,3.61,0
11101,Robô 01 ,manutencao,76.06,3.09,10
11102,Esteira 02  ,Manut.,58.64,2.7,8
11103,Esteira 02,Fora de operação,73.16,2.21,0
11104,Bomba 02 ,Em operação,57.55,3.46,227
11105,  Compressor 01  ,Em manutenção,76.98,2.56,11
11106,Esteira 02  ,PARADO,64.27,4.16,0
11107,  Bomba 01,parado,67.94,3.29,0
11108,Motor 01 ,parado,76.27,3.07,0
11109,Esteira 02 ,Manutenção,64.4,3.4,0
11110, Motor 02,Em manutenção,76.37,1.99,24
11111,Esteira 01 ,Operando,58.46,3.8,400
11112,  Bomba 02,Em manutenção,86.13,4.09,11
11113,Motor 01 ,Fora de operação,75.31,3.26,0
11114,  Bomba 01  ,Parado,64.55,2.1,0
11115,Compressor 01  ,Manut.,55.32,2.26,15
11116,  Robô 02  ,Ligado,53.15,1.95,258
11117,Compressor 01 ,Ligado,53.1,3.59,395
11118,Robô 02,manutencao,72.14,4.98,2
11119,  Robô 02  ,Manut.,78.56,2.34,0
11120,Robô 02,Operando,71.74,3.9,380
11121,  Esteira 02,operando,77.09,2.18,258
11122,Motor 03 ,Manutenção,64.55,2.6,3
11123,  Motor 02  ,Fora de operação,74.15,3.43,0
11124,  Bomba 02  ,OPERANDO,67.74,4.19,341
11125,Robô 01,MANUTENÇÃO,69.65,5.03,7
11126,Motor 01  ,Manut.,72.2,3.02,8
11127, Bomba 01,Ligado,51.24,3.23,383
11128, Motor 01,Em operação,57.53,4.28,368
11129,Motor 03  ,PARADO,66.64,3.67,0
11130,  Bomba 01,Parado,54.69,4.32,0
11131,  Robô 01,parado,67.12,2.84,0
11132,Bomba 01  ,Operando,77.88,3.41,412
11133,Robô 01  ,Manutenção,58.54,4.77,24
11134,Esteira 01  ,operando,60.8,4.77,401
11135,Motor 01,Em manutenção,65.07,3.75,17
11136,  Bomba 01,Desligado,74.8,3.98,0
11137,  Compressor 01,Fora de operação,77.81,2.77,0
11138,Esteira 02  ,Manut.,66.46,2.63,9
11139,Robô 01  ,Em manutenção,69.27,2.23,24
11140,Motor 02 ,Em operação,64.23,3.29,332
11141,Robô 02 ,Em operação,69.38,3.38,180
11142,Bomba 02 ,parado,75.52,1.27,0
11143,  Bomba 02,Desligado,61.52,2.83,0
11144,  Bomba 01  ,Parado,68.35,5.13,0
11145, Bomba 02,PARADO,74.44,2.61,0
11146,Bomba 02 ,Fora de operação,62.27,2.46,0
11147,Robô 02,OPERANDO,64.07,2.41,416
11148, Motor 03,Manut.,68.05,2.66,13
11149, Motor 03,parado,62.0,3.44,0
11150,Esteira 02  ,Manutenção,74.89,4.01,3
11151,  Esteira 02,Manut.,71.52,4.12,12
11152,  Esteira 01  ,Parado,64.61,3.02,0
11153, Bomba 01,Ligado,72.66,3.59,341
11154,Esteira 01,Manutenção,73.39,2.98,3
11155,  Motor 02,Manut.,75.06,3.13,9
11156, Compressor 01,Em operação,60.25,5.69,327
11157,  Esteira 01,OPERANDO,66.94,2.38,338
11158,  Motor 02,MANUTENÇÃO,59.99,4.04,27
11159,Bomba 02  ,OPERANDO,71.74,2.47,319
11160,  Bomba 01  ,Desligado,83.24,2.94,0
11161,  Esteira 02  ,Ligado,74.24,4.07,372
11162,  Bomba 01  ,Manutenção,64.49,2.33,16
11163,Compressor 01 ,PARADO,64.91,5.08,0
11164,Esteira 01  ,PARADO,72.72,4.25,0
11165,  Motor 02  ,PARADO,63.33,3.85,0
11166,Compressor 01  ,Fora de operação,67.87,2.79,0
11167,Motor 02  ,Manut.,67.26,3.93,4
11168,Bomba 01,operando,57.57,3.05,246
11169,Bomba 01 ,operando,52.3,1.86,212
11170,Esteira 02,Parado,74.42,2.53,0
11171, Bomba 02,Em operação,66.26,3.07,289
11172,  Motor 02  ,PARADO,79.63,3.66,0
11173,Bomba 02 ,Fora de operação,72.04,2.64,0
11174, Bomba 01,Ligado,49.24,3.22,395
11175,Motor 03,operando,69.88,2.21,204
11176,  Esteira 02,Manutenção,75.23,4.06,9
11177,Motor 02 ,Manut.,62.55,3.2,13
11178,Robô 01 ,Operando,66.51,2.67,248
11179,  Motor 02  ,PARADO,65.76,3.09,0
11180,  Motor 01,operando,59.82,2.59,206
11181,Esteira 02 ,operando,64.51,3.97,251
11182,  Robô 02  ,Manutenção,61.54,4.05,6
11183,  Robô 01,Em manutenção,69.05,4.33,30
11184, Compressor 01,Fora de operação,58.14,4.09,0
11185,Robô 01,Desligado,66.32,5.22,0
11186,Robô 01,parado,69.84,2.34,0
11187,  Motor 03,manutencao,69.23,3.68,28
11188,Motor 01  ,Fora de operação,82.75,3.55,0
11189,  Esteira 02  ,Manut.,63.01,3.6,0
11190,Esteira 01,Manutenção,77.44,3.16,8
11191,  Bomba 01  ,manutencao,73.82,4.07,1
11192,Robô 01,Em manutenção,61.95,3.04,1
11193, Motor 01,PARADO,62.59,2.36,0
11194,  Motor 03,OPERANDO,73.13,4.61,236
11195,Bomba 02  ,Em manutenção,64.56,3.8,6
11196,  Motor 03  ,parado,71.86,2.53,0
11197,Motor 01 ,PARADO,67.49,3.78,0
11198, Motor 03,parado,67.49,1.64,0
11199,Bomba 01 ,Fora de operação,71.95,5.59,0
11200, Bomba 01,Fora de operação,62.55,3.23,0
11201,Esteira 02 ,operando,70.49,4.48,387
11202,Robô 02  ,parado,64.92,4.1,0
11203,Bomba 02,manutencao,75.88,3.3,22
11204, Compressor 01,PARADO,66.97,3.25,0
11205,Bomba 01,Em operação,64.06,2.48,414
11206,Bomba 02 ,operando,69.45,1.78,398
11207,  Motor 02  ,Ligado,60.31,3.52,363
11208,  Motor 01  ,MANUTENÇÃO,70.67,3.89,9
11209,  Motor 03,Operando,70.52,3.24,372
11210,  Robô 02  ,OPERANDO,71.22,4.15,232
11211,  Bomba 01,Fora de operação,70.86,2.77,0
11212,Robô 02 ,Manut.,61.0,2.68,28
11213,Robô 01  ,OPERANDO,68.42,3.4,303
11214,  Esteira 02,Parado,69.5,3.81,0
11215,  Compressor 01,Parado,62.12,3.62,0
11216,Motor 03  ,Em manutenção,68.42,1.92,28
11217,  Robô 02  ,Parado,71.7,3.08,0
11218,  Esteira 01,PARADO,61.59,3.61,0
11219,Compressor 01,Ligado,67.49,3.14,222
11220,  Motor 03  ,operando,67.29,4.54,418
11221,  Robô 01,Parado,69.25,1.71,0
11222, Esteira 02,operando,63.37,4.65,234
11223,Bomba 01 ,Manutenção,68.0,2.21,25
11224,Compressor 01 ,Fora de operação,55.96,3.04,0
11225,Esteira 01  ,parado,80.99,1.35,0
11226,  Robô 01  ,OPERANDO,62.63,3.83,253
11227,Esteira 01,Fora de operação,77.3,1.25,0
11228,Esteira 01 ,OPERANDO,73.36,2.89,305
11229,  Esteira 01  ,Em operação,68.81,2.09,397
